-41, 0
-45, 04
-19, 08
-22, 13
-34, 19
-57, 24
-51, 29
-52, 34
-70, 38
-60, 45
-64, 51
-70, 56
-78, 61
-80, 67
-75, 72
-76, 77
-70, 83
-82, 88
-78, 93
-88, 97
-90, 101
-94, 106
-78, 112
-74, 116
-71, 121
-69, 126
-70, 132
-78, 137
-70, 142
-64, 147
-54, 152
-40, 156
-12, 162
-13, 167
-13, 173
-12, 178
-12, 182
