-41, 58
-45, 02
-19, 06
-22, 11
-34, 17
-57, 22
-51, 27
-52, 32
-70, 38
-60, 43
-64, 49
-70, 54
-78, 59
-80, 05
-75, 10
-76, 15
-70, 21
-82, 26
-78, 31
-88, 35
-90, 39
-94, 44
-78, 50
-74, 54
-71, 59
-69, 04
-70, 10
-78, 15
-70, 20
-64, 25
-54, 30
-40, 34
-12, 40
-13, 45
-13, 51
-12, 56
-12, 00
