-73, 38
-72, 41
-70, 45
-75, 49
-72, 54
-76, 59
-71, 03
-77, 08
-82, 14
-77, 20
-73, 24
-77, 29
-73, 35
-76, 39
-73, 44
-74, 50
-72, 54
-70, 58
-75, 02
-72, 07
-75, 12
-76, 17
-72, 22
-76, 26
-75, 31
-76, 36
-74, 41
-80, 46
-76, 51
-72, 56
-75, 01
-75, 06
-73, 11
-70, 16
-71, 20
-72, 24
-72, 30
-71, 36
-72, 40
-71, 46
