-68, 12
-67, 17
-78, 23
-67, 28
-80, 33
-74, 38
-58, 43
-91, 47
-71, 52
-63, 57
-65, 03
-60, 07
-60, 11
-62, 16
-60, 21
-60, 27
-61, 33
-68, 37
-70, 42
-76, 48
-71, 54
-72, 59
-75, 04
-67, 10
-66, 16
-64, 21
-83, 26
-84, 30
-75, 35
-81, 40
-65, 46
-74, 52
-71, 57
-72, 02
-73, 07
-73, 12
-72, 16
-73, 20
-82, 25
-48, 30
-55, 35
